step,bid,ask,mid,spread,scenario,timestamp
0,0.0,0.0,0,0.0,normal_market,1768731130.854808
1,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.859425
2,999.9,999.99,999.9449999999999,0.09000000000003183,normal_market,1768731130.861689
3,999.9,999.99,999.9449999999999,0.09000000000003183,normal_market,1768731130.862247
4,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.862928
5,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.863504
6,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.86397
7,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.864377
8,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.864779
9,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.8652108
10,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.8657181
11,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.866335
12,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.866827
13,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.867291
14,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.867792
15,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.868351
16,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.868835
17,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.86926
18,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.8698392
19,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.870302
20,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.8707662
21,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.8711538
22,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.871528
23,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.871862
24,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.872225
25,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.872648
26,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.873114
27,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.873523
28,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.8744771
29,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.875021
30,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.875488
31,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.875956
32,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.876616
33,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.877135
34,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.87768
35,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.8782
36,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.878645
37,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.8790588
38,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.8795378
39,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.880047
40,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.880484
41,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.8809621
42,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.881393
43,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.88183
44,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.882271
45,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.882771
46,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.883271
47,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.883772
48,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.884215
49,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.884628
50,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.885016
51,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.8978062
52,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.9005282
53,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.90167
54,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.9026701
55,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.903702
56,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.90469
57,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.9058409
58,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.907716
59,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.908927
60,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.910591
61,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.912407
62,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.913545
63,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.91474
64,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.9161
65,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.9173162
66,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.919029
67,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.921887
68,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.9234612
69,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.924563
70,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.9259799
71,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.92715
72,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.933106
73,999.9,1000.0,999.95,0.10000000000002274,normal_market,1768731130.933989
